자치구,위도,경도,geometry
송파구,37.478738177381,127.125595059592,POINT (966896.8766331956 1942233.2943123789)
송파구,37.4788313225793,127.121456166554,POINT (966530.9753375408 1942245.0911930716)
송파구,37.4789036929929,127.120898267079,POINT (966481.6806862797 1942253.3186212052)
송파구,37.4796142578125,127.136154174805,POINT (967830.8428261324 1942326.8294152792)
송파구,37.4798355102539,127.136825561523,POINT (967890.2978649236 1942351.1466288068)
송파구,37.4799003601074,127.138954162598,POINT (968078.5242265422 1942357.61750582)
송파구,37.481029510498,127.118843078613,POINT (966300.9249723584 1942489.8965544219)
송파구,37.4813766479492,127.1201171875,POINT (966413.7280674218 1942527.9537564958)
송파구,37.4815940856934,127.119216918945,POINT (966334.2306022258 1942552.3984498195)
송파구,37.4819602966309,127.121025085449,POINT (966494.2582440277 1942592.3819874423)
송파구,37.4823188781738,127.120231628418,POINT (966424.2677042634 1942632.446731154)
송파구,37.4824846990414,127.128891892925,POINT (967190.0064003738 1942647.7903317616)
송파구,37.4825706481934,127.12084197998,POINT (966478.3422338843 1942660.1613618967)
송파구,37.4827388247651,127.11904655816,POINT (966319.6824630734 1942679.4601046229)
송파구,37.4832064337416,127.11521321535,POINT (965980.9850597532 1942732.7161835749)
송파구,37.484112288857,127.118306000251,POINT (966254.8267811675 1942832.1014638545)
송파구,37.4843139648438,127.113609313965,POINT (965839.6877707494 1942856.1697285152)
송파구,37.4847564697266,127.125198364258,POINT (966864.4603818632 1942901.1207747585)
송파구,37.4847942166802,127.117595016956,POINT (966192.2765198223 1942908.0116451615)
송파구,37.4852628365085,127.132714706968,POINT (967529.1883082632 1942954.6797837247)
송파구,37.4855842590332,127.12922668457,POINT (967220.959926597 1942991.548048837)
송파구,37.485595703125,127.113349914551,POINT (965817.3384878391 1942998.4637936607)
송파구,37.4860229492188,127.125068664551,POINT (966853.5533672331 1943041.6734504912)
송파구,37.486201483142,127.131141849338,POINT (967390.5432273507 1943059.3596574117)
송파구,37.4866523742676,127.129570007324,POINT (967251.7784981411 1943109.9284665636)
송파구,37.4868431091309,127.116622924805,POINT (966107.26092673 1943135.6714809388)
송파구,37.4876882151222,127.134220354736,POINT (967663.3449221478 1943223.2402963317)
송파구,37.4879417419434,127.131164550781,POINT (967393.3065856185 1943252.4213278466)
송파구,37.4881926715774,127.123967989699,POINT (966757.2074196038 1943282.7770978129)
송파구,37.4882257947527,127.143613868041,POINT (968494.0046561668 1943279.695898781)
송파구,37.4890975952148,127.126472473145,POINT (966979.0133288691 1943382.2906625597)
송파구,37.4892756653254,127.131596941161,POINT (967432.1110802199 1943400.2611548067)
송파구,37.4896823816212,127.144370771375,POINT (968561.5286961372 1943441.0409673813)
송파구,37.4902967707864,127.136630156215,POINT (967877.5005948492 1943511.8163372248)
송파구,37.4903793334961,127.132263183594,POINT (967491.4873434262 1943522.4751869936)
송파구,37.4907255571672,127.113892844999,POINT (965867.6717948614 1943567.3886084429)
송파구,37.490765387767,127.137097913833,POINT (967919.0517137494 1943563.6466230715)
송파구,37.4909188705051,127.147464083366,POINT (968835.4994767308 1943577.1922234243)
송파구,37.491626739502,127.124290466309,POINT (966787.2363201096 1943663.6493364275)
송파구,37.4916615848968,127.131879218584,POINT (967458.1004061829 1943664.8647606757)
송파구,37.4919749622632,127.13753236197,POINT (967957.9742570126 1943697.6925524212)
송파구,37.4921706694254,127.157201834535,POINT (969696.8341284535 1943712.891334648)
송파구,37.4922357717145,127.146474364947,POINT (968748.5558467874 1943723.6213544344)
송파구,37.4924761429599,127.141833158638,POINT (968338.3762001349 1943751.839825529)
송파구,37.4926528930664,127.123886108398,POINT (966751.9457702684 1943777.6367568898)
송파구,37.4928932189941,127.136825561523,POINT (967895.8861385495 1943799.807604992)
송파구,37.4928995491581,127.124359121809,POINT (966793.8689927786 1943804.834590389)
송파구,37.4929578034767,127.151717407711,POINT (969212.3354176123 1943801.9980230494)
송파구,37.492974828596,127.151793850668,POINT (969219.0998703461 1943803.8618423142)
송파구,37.4929907896418,127.15187163473,POINT (969225.9824354358 1943805.607177069)
송파구,37.4930173913773,127.151777757414,POINT (969217.6947144667 1943808.5891494926)
송파구,37.4930233922671,127.147664158458,POINT (968854.0602564795 1943810.608047789)
송파구,37.4930244563362,127.147542117948,POINT (968843.272471841 1943810.766486019)
송파구,37.4930265844744,127.147597103233,POINT (968848.1339852858 1943810.984390043)
송파구,37.4930518075892,127.137972244249,POINT (967997.3193126207 1943817.0114510525)
송파구,37.4930680831577,127.147591738815,POINT (968847.6770137562 1943815.5901562683)
송파구,37.4930962133987,127.13188605267,POINT (967459.3269529514 1943824.0245283358)
송파구,37.4931674249878,127.151840789326,POINT (969223.3282197102 1943825.21372522)
송파구,37.4932153079915,127.151860905894,POINT (969225.1261422711 1943830.519434697)
송파구,37.4932333971183,127.151779098519,POINT (969217.9019171526 1943832.5530463883)
송파구,37.4932514862406,127.151931984433,POINT (969231.4242197415 1943834.5099243643)
송파구,37.4932564230458,127.147740601415,POINT (968860.9144642954 1943836.4359054884)
송파구,37.493309626318,127.147823749894,POINT (968868.2867449593 1943842.3109369194)
송파구,37.4933128185131,127.147758035773,POINT (968862.4790472568 1943842.6868242235)
송파구,37.4933149466431,127.147689639444,POINT (968856.4338053407 1943842.945552354)
송파구,37.4933586120605,127.131019592285,POINT (967382.8471015261 1943853.4357353356)
송파구,37.4933678260312,127.148691560023,POINT (968945.0238656561 1943848.481137563)
송파구,37.4933710182238,127.148759956353,POINT (968951.0713081943 1943848.8127266662)
송파구,37.4933774026087,127.148627187007,POINT (968939.3373647125 1943849.5648317297)
송파구,37.4933787847156,127.130229506172,POINT (967313.0135584151 1943855.947816497)
송파구,37.4934093245249,127.148713017695,POINT (968946.9378693653 1943853.0780286586)
송파구,37.4934235498548,127.137639650331,POINT (967968.0771960149 1943858.3668148725)
송파구,37.4934252854778,127.148942346566,POINT (968967.2167502855 1943854.7731567814)
송파구,37.4934426343327,127.147786198968,POINT (968865.0225172666 1943857.079673579)
송파구,37.493444762459,127.14767086398,POINT (968854.8279910121 1943857.353929081)
송파구,37.4934603995623,127.148860539191,POINT (968959.9996529012 1943858.695793957)
송파구,37.4934710401907,127.148923571103,POINT (968965.5759643484 1943859.8555147888)
송파구,37.4934766843463,127.147735236997,POINT (968860.5317055504 1943860.8741440254)
송파구,37.4934774245671,127.148983920806,POINT (968970.9134109449 1943860.5439218648)
송파구,37.4935181827795,127.14778083455,POINT (968864.5796741958 1943865.4630243913)
송파구,37.4935189229998,127.148912842267,POINT (968964.6473679827 1943865.1713176516)
송파구,37.4935859588809,127.148541356318,POINT (968931.8364663906 1943872.7310290432)
송파구,37.4936338416164,127.148518557542,POINT (968929.8409343488 1943878.0508116677)
송파구,37.4936615071828,127.148470277779,POINT (968925.584561464 1943881.1360515188)
송파구,37.4936646993629,127.148574883931,POINT (968934.8328561923 1943881.4556743347)
송파구,37.4936767106283,127.130758329167,POINT (967359.8902975236 1943888.817145468)
송파구,37.4937359913493,127.148822988265,POINT (968956.7942848132 1943889.2831751648)
송파구,37.4937572725261,127.148743863099,POINT (968949.808597196 1943891.6702717927)
송파구,37.4937721693462,127.148797507279,POINT (968954.5567945011 1943893.3052768516)
송파구,37.4937998348614,127.148853833668,POINT (968959.5473758678 1943896.3559983608)
송파구,37.4938083473256,127.14876800298,POINT (968951.9636543216 1943897.3287042805)
송파구,37.4941690366958,127.125231677599,POINT (966871.5627351233 1943945.368079528)
송파구,37.4942101405467,127.158895463603,POINT (969847.3703662287 1943938.6125785375)
송파구,37.4942436218262,127.139938354492,POINT (968171.6267172549 1943948.568394777)
송파구,37.4943058784838,127.159480541945,POINT (969899.1281400541 1943949.0467789436)
송파구,37.4943831972145,127.138729364976,POINT (968064.8147189699 1943964.4628099739)
송파구,37.4944861053191,127.125606969766,POINT (966904.8775147581 1943980.4126565813)
송파구,37.4948686640917,127.142705702937,POINT (968416.5160974262 1944016.9803841768)
송파구,37.4953014007737,127.138416726455,POINT (968037.5696787958 1944066.4372951137)
송파구,37.4954845337095,127.137642597191,POINT (967969.2179061101 1944087.017787243)
송파구,37.4956770480537,127.157082218291,POINT (969687.6772454971 1944101.9381784445)
송파구,37.4962924155821,127.141951064063,POINT (968350.4094536816 1944175.1893014389)
송파구,37.496616716117,127.119382811096,POINT (966355.6359220294 1944218.996003715)
송파구,37.496955871582,127.149353027344,POINT (969004.9793642291 1944246.3319939207)
송파구,37.4969588426778,127.133937256448,POINT (967642.3172293376 1944251.849641343)
송파구,37.4970562059237,127.131906733756,POINT (967462.873179093 1944263.3514170863)
송파구,37.4972983616295,127.144471802575,POINT (968573.651411985 1944285.9474986922)
송파구,37.4973964297985,127.158722609281,POINT (969833.3721939299 1944292.1646995617)
송파구,37.4976100649811,127.126468762755,POINT (966982.4328723693 1944326.6920363898)
송파구,37.4976488237489,127.108187832542,POINT (965366.5370715417 1944337.5618574696)
송파구,37.4976539611816,127.1240234375,POINT (966766.3017476397 1944332.422638857)
송파구,37.4977509679903,127.108541884132,POINT (965397.8800214349 1944348.763854715)
송파구,37.4978531120919,127.10887447805,POINT (965427.3261746952 1944359.9738357447)
송파구,37.4978942871094,127.142547607422,POINT (968403.8157542859 1944352.7055567352)
송파구,37.4980834935994,127.121357460732,POINT (966530.8388612525 1944381.0210276959)
송파구,37.4982988281838,127.123273016722,POINT (966700.2559075803 1944404.2314997206)
송파구,37.4984445344317,127.139383065122,POINT (968124.3262281151 1944414.8187707546)
송파구,37.4987602233887,127.114265441895,POINT (965904.2628176983 1944458.6451645482)
송파구,37.4988178178666,127.105022583718,POINT (965087.29424829 1944468.4233239118)
송파구,37.4988670349121,127.124404907227,POINT (966800.5581879986 1944466.8703343563)
송파구,37.4989356994629,127.115013122559,POINT (965970.4314818919 1944477.8424624815)
송파구,37.4989776611328,127.138946533203,POINT (968085.967031527 1944474.1134790713)
송파구,37.4990894010287,127.105840228962,POINT (965159.6937414112 1944498.2506741658)
송파구,37.4993327855983,127.106798206086,POINT (965244.4837674998 1944524.898376513)
송파구,37.4993381127422,127.138841206838,POINT (968076.8105013845 1944514.1388543225)
송파구,37.4993744606089,127.094905948524,POINT (964193.3301185145 1944533.9798724286)
송파구,37.4993836895969,127.104589790468,POINT (965049.3025280854 1944531.3636388413)
송파구,37.4994116925997,127.159126611564,POINT (969869.8931187982 1944515.6148459131)
송파구,37.4994745718866,127.148491568262,POINT (968929.8750457317 1944526.0485786027)
송파구,37.4995803833008,127.092628479004,POINT (963992.1203000316 1944557.694515618)
송파구,37.4995813969175,127.15979783437,POINT (969929.291345997 1944534.2277097215)
송파구,37.4995984581837,127.155013933778,POINT (969506.4446196649 1944537.6597423577)
송파구,37.4996094196904,127.105596576448,POINT (965138.3986435127 1944556.033491172)
송파구,37.4996109008789,127.093116760254,POINT (964035.2946791679 1944560.8935416522)
송파구,37.4997329711914,127.115730285645,POINT (966034.1839870479 1944566.0353496235)
송파구,37.4997940063477,127.16096496582,POINT (970032.5401987472 1944557.443009824)
송파구,37.4999750336402,127.134307248027,POINT (967676.322456287 1944586.3483997162)
송파구,37.5000076293945,127.148628234863,POINT (968942.1759454686 1944585.1425676933)
송파구,37.5000094733338,127.10668018889,POINT (965234.3657970568 1944600.0159473952)
송파구,37.5000799739818,127.159303661247,POINT (969885.8111312074 1944589.6994234195)
송파구,37.5002253645896,127.115296925261,POINT (965996.102158999 1944620.8195785347)
송파구,37.5002608484249,127.159072991272,POINT (969865.4948117837 1944609.840036848)
송파구,37.5004005432129,127.103782653809,POINT (964978.4335509256 1944644.476804562)
송파구,37.5004571278946,127.160762771964,POINT (970014.9333101028 1944631.0762034808)
송파구,37.5005011659403,127.132120653987,POINT (967483.2763046249 1944645.4724359429)
송파구,37.500721690413,127.134791034773,POINT (967719.4060821797 1944669.0188771682)
송파구,37.5007358734233,127.12274716656,POINT (966654.8583902383 1944674.7914226027)
송파구,37.5009763278278,127.118919654295,POINT (966316.6536976259 1944702.831198381)
송파구,37.5009939190674,127.133632794939,POINT (967617.147185717 1944699.6187029995)
송파구,37.5010395404926,127.13183661716,POINT (967458.4039499823 1944705.2996329747)
송파구,37.5011428726997,127.133694485746,POINT (967622.6643161572 1944716.1228791215)
송파구,37.5011496729472,127.124628942043,POINT (966821.3710715257 1944720.0346480194)
송파구,37.5012533510908,127.144945590413,POINT (968617.1865242512 1944724.5685416206)
송파구,37.5012626647949,127.125091552734,POINT (966862.310803191 1944732.407348911)
송파구,37.5013771057129,127.115264892578,POINT (965993.7931238307 1944748.6091259026)
송파구,37.5016981219919,127.087150195251,POINT (963508.9190741762 1944794.7536601268)
송파구,37.5017013549805,127.145736694336,POINT (968687.2985311778 1944774.0080347832)
송파구,37.5017038244661,127.090029883924,POINT (963763.4536759787 1944794.2736437768)
송파구,37.5017547607422,127.139961242676,POINT (968176.8375883161 1944781.8702711584)
송파구,37.5019143696484,127.123091701194,POINT (966685.8353167109 1944805.4156631106)
송파구,37.5019977673818,127.129043340683,POINT (967211.9271389112 1944812.577947151)
송파구,37.5023807807656,127.15400010063,POINT (969417.9657382366 1944846.6684409084)
송파구,37.5023915516947,127.123871968999,POINT (966755.013453417 1944858.0799032585)
송파구,37.5024320292128,127.129957191758,POINT (967292.8902260845 1944860.4383967735)
송파구,37.5025215148926,127.092590332031,POINT (963990.1609484811 1944884.0082346492)
송파구,37.5025838081331,127.141769661502,POINT (968337.0310440264 1944873.2375256408)
송파구,37.5031394958496,127.106895446777,POINT (965254.8430256514 1944947.19165203)
송파구,37.5032249515929,127.140821641404,POINT (968253.5094077743 1944944.6874501368)
송파구,37.5032928930489,127.110653621252,POINT (965587.0868684547 1944962.8291797081)
송파구,37.5034441321521,127.132097601891,POINT (967482.5150781436 1944971.982716132)
송파구,37.5035157235445,127.08651572757,POINT (963453.7252840172 1944996.6508359276)
송파구,37.5035265531436,127.141573860244,POINT (968320.1230054685 1944977.894630485)
송파구,37.5035589375367,127.116184337127,POINT (966076.0490705614 1944990.3370074232)
송파구,37.5038566589355,127.086326599121,POINT (963437.175141065 1945034.5488531552)
송파구,37.5039108275745,127.112469092011,POINT (965747.8326838504 1945030.722608533)
송파구,37.5039482116699,127.115730285645,POINT (966036.0934399337 1945033.6881602712)
송파구,37.5041571510968,127.128101712756,POINT (967129.6450453516 1945052.475597388)
송파구,37.5042296772063,127.082295249622,POINT (963081.0434222645 1945077.506688168)
송파구,37.5044097900391,127.14022064209,POINT (968200.8915781608 1945076.3402268235)
송파구,37.5046882629395,127.137237548828,POINT (967937.3489731746 1945108.2471027598)
송파구,37.5048423291385,127.112689759136,POINT (965767.7618891036 1945133.9862545761)
송파구,37.5048741798119,127.140014907978,POINT (968182.9047813317 1945127.9306991936)
송파구,37.5050713174977,127.131634080832,POINT (967442.2527052765 1945152.6683230924)
송파구,37.5052032470703,127.140289306641,POINT (968207.2969943754 1945164.3457716247)
송파구,37.5052047610983,127.078759911071,POINT (962769.0542558964 1945187.078727631)
송파구,37.5052763285357,127.092152129667,POINT (963952.7537874902 1945189.8045239826)
송파구,37.5054512023926,127.140228271484,POINT (968202.0076071278 1945191.8753785836)
송파구,37.5056687282903,127.137168261817,POINT (967931.6444320237 1945217.046793258)
송파구,37.5058757896297,127.079340997442,POINT (962820.7461024601 1945261.2952629856)
송파구,37.5058898925781,127.100120544434,POINT (964657.326820248 1945254.85293738)
송파구,37.505973815918,127.140579223633,POINT (968233.2476458766 1945249.737329995)
송파구,37.5060005187988,127.095733642578,POINT (964269.6489305675 1945268.7828218748)
송파구,37.5060136596132,127.134011658301,POINT (967652.8004628296 1945256.394990467)
송파구,37.5061340332031,127.102760314941,POINT (964890.7538136314 1945280.950594685)
송파구,37.5061683654785,127.110504150391,POINT (965575.1959857696 1945281.898537416)
송파구,37.5063209533691,127.140953063965,POINT (968266.4358991435 1945288.1237821223)
송파구,37.5063335822144,127.110292560439,POINT (965556.5708678389 1945300.3056733038)
송파구,37.5063362121582,127.083755493164,POINT (963211.141790659 1945310.6412004917)
송파구,37.506408544832,127.117634830543,POINT (966205.5374867229 1945305.9601986485)
송파구,37.5068817138672,127.131401062012,POINT (967422.444153408 1945353.600411605)
송파구,37.5071648659684,127.136920195751,POINT (967910.3598223873 1945383.1178744368)
송파구,37.5071863507321,127.098059211134,POINT (964475.7529182166 1945399.4626850358)
송파구,37.5073165893555,127.112968444824,POINT (965793.5224692629 1945408.3878009014)
송파구,37.5074119567871,127.11319732666,POINT (965813.7949885871 1945418.88501624)
송파구,37.5077059569145,127.09417450878,POINT (964132.6630824957 1945458.583222595)
송파구,37.5077247619629,127.080940246582,POINT (962963.0072650688 1945465.7961666519)
송파구,37.5080635214415,127.086324094105,POINT (963439.0054208618 1945501.2739175295)
송파구,37.5081880887107,127.132215139604,POINT (967494.9607742486 1945498.2525365187)
송파구,37.5083899454789,127.129434656262,POINT (967249.3073431135 1945521.6113145556)
송파구,37.5084178813228,127.132214522749,POINT (967495.0058985489 1945523.7467221972)
송파구,37.5085828118747,127.117891471529,POINT (966229.1996994998 1945547.0887023949)
송파구,37.5086026291042,127.09782188606,POINT (964455.4491633651 1945556.6791902224)
송파구,37.5091685459463,127.123166129497,POINT (966695.6366467617 1945610.1921081052)
송파구,37.5094146728516,127.115913391113,POINT (966054.7527239154 1945640.0899860947)
송파구,37.5094417154071,127.102736983656,POINT (964890.2409320063 1945647.9250911688)
송파구,37.5095863342285,127.107055664062,POINT (965271.9907141014 1945662.3669610743)
송파구,37.5098053043875,127.106816252047,POINT (965250.933154152 1945686.7486648727)
송파구,37.5101574864043,127.076057097874,POINT (962532.6427782046 1945737.6245495742)
송파구,37.5102235453788,127.103217756191,POINT (964933.0971260957 1945734.4847819426)
송파구,37.5102960981436,127.101688897052,POINT (964798.0128039538 1945743.1049093602)
송파구,37.5103362087884,127.075220248661,POINT (962458.772617048 1945757.7862118548)
송파구,37.5107362049547,127.074973485432,POINT (962437.164499474 1945802.2617223216)
송파구,37.5109867551706,127.102341635157,POINT (964856.0246394331 1945819.4848474802)
송파구,37.5110085415435,127.077677152119,POINT (962676.2448939788 1945831.3998412942)
송파구,37.5111618041992,127.125030517578,POINT (966861.2920580704 1945830.6728221779)
송파구,37.5118675231934,127.118072509766,POINT (966246.6790926199 1945911.4410436444)
송파구,37.5119914712192,127.103897628988,POINT (964994.0089999299 1945930.3715836345)
송파구,37.5121446353619,127.107706973358,POINT (965330.7363051276 1945945.953729234)
송파구,37.512302099837,127.104825673307,POINT (965076.171035098 1945964.4889595415)
송파구,37.5126340029588,127.105431852545,POINT (965129.8972185756 1946001.0866496975)
송파구,37.5127211485084,127.114961455655,POINT (965972.1222563403 1946007.2658178005)
송파구,37.5129674675778,127.123329263349,POINT (966711.7415685788 1946031.5999537932)
송파구,37.513029205204,127.086803007572,POINT (963483.7515692337 1946051.9987523777)
송파구,37.5130729675292,127.110282897949,POINT (965558.8135633451 1946048.0001699612)
송파구,37.5131403651344,127.106467185225,POINT (965221.6304597413 1946056.8810800307)
송파구,37.5134594991945,127.107137737479,POINT (965281.0384347697 1946092.0393050883)
송파구,37.5138383831749,127.082121543239,POINT (963070.42437395 1946143.5991134935)
송파구,37.5145568847656,127.113983154297,POINT (965886.4998609605 1946211.2831820848)
송파구,37.5164551894405,127.112352452492,POINT (965743.2568762116 1946422.4804374687)
송파구,37.5194689246229,127.107228008532,POINT (965291.7994789288 1946758.713482344)
송파구,37.5199279785156,127.109832763672,POINT (965522.1868134593 1946808.6847967282)
송파구,37.5323333740234,127.112129211426,POINT (965730.7925779733 1948184.147308357)
송파구,37.534434879726,127.112132939708,POINT (965732.0835440103 1948417.2952564915)
송파구,37.5360552168403,127.121469627331,POINT (966557.7033117276 1948593.7006336784)
송파구,37.5372809922461,127.121315017343,POINT (966544.5914473381 1948729.7480084142)
송파구,37.5382537841797,127.121963500977,POINT (966602.3166504124 1948837.442906518)
송파구,37.5394146425461,127.120189180574,POINT (966446.0836823594 1948966.864835763)
송파구,37.4693002778728,127.126062318683,POINT (966934.0319912989 1941186.063408219)
송파구,37.4699123039438,127.125556183588,POINT (966889.5460643906 1941254.1410437562)
송파구,37.4743118286133,127.142425537109,POINT (968383.0887561258 1941736.4391167038)
송파구,37.4745140075684,127.138717651367,POINT (968055.3205784776 1941760.120727084)
송파구,37.47543,127.1421,POINT (968354.7759718695 1941860.601454513)
송파구,37.4755,127.14112,POINT (968268.1544760416 1941868.69722176)
송파구,37.4760971069336,127.137512207031,POINT (967949.4105661308 1941936.163729388)
송파구,37.4772605895996,127.14151763916,POINT (968304.0570616309 1942063.887986883)
송파구,37.4773445129395,127.137100219727,POINT (967913.5165090166 1942074.694730077)
송파구,37.477498,127.142812,POINT (968418.6008910252 1942089.7920652314)
송파구,37.4789892310649,127.129793933866,POINT (967268.2322086302 1942259.6790732357)
송파구,37.479164174617,127.147417820361,POINT (968826.5260196883 1942273.1073644494)
송파구,37.4797172546387,127.135269165039,POINT (967752.6393326011 1942338.5589000257)
송파구,37.4799037774712,127.134253057248,POINT (967662.8811025013 1942359.6007491976)
송파구,37.4800125697088,127.126842765672,POINT (967007.7536452077 1942374.2411511035)
송파구,37.4803637271125,127.125773397448,POINT (966913.3612284202 1942413.5747965674)
송파구,37.4804573059082,127.137840270996,POINT (967980.278021389 1942419.7848662185)
송파구,37.480791,127.1431,POINT (968445.4497175928 1942455.0301992483)
송파구,37.480899810791,127.128379821777,POINT (967144.0395938873 1942472.136783484)
