주소,병원분류명,병원경도,병원위도,행정구역,geometry
서울특별시 송파구 백제고분로 405 유니온테크송파빌딩 (송파동),병원,127.1096852190245,37.50746595330222,송파구,POINT (965503.4132054684 1945426.1572929432)
서울특별시 송파구 백제고분로36길 2-1 235층 (석촌동),의원,127.0997574076,37.502501207,송파구,POINT (964623.6325164009 1944879.0369870472)
서울특별시 송파구 백제고분로 69 23층 (잠실동 애플타워),의원,127.0790426478054,37.51053222343169,송파구,POINT (962796.687874827 1945778.0146081157)
서울특별시 송파구 거마로 62 301호 (마천동),의원,127.14701788943611,37.49841894339621,송파구,POINT (968799.1756869474 1944409.4213124418)
서울특별시 송파구 삼전로2길 11 (삼전동),병원,127.086157841705,37.5013402409902,송파구,POINT (963421.0316694587 1944755.434350205)
서울특별시 송파구 백제고분로 187 2층 205206호 (잠실동 파크인수),의원,127.08778118676908,37.50474520662763,송파구,POINT (963566.1723128186 1945132.5632794462)
서울특별시 송파구 백제고분로 365 태문빌딩 7층 (석촌동),의원,127.10629875216873,37.505190472205015,송파구,POINT (965203.0549506265 1945174.9544173328)
서울특별시 송파구 양재대로 1222 올림픽프라자 2층 703호 (방이동),의원,127.13106214421488,37.51572619570997,송파구,POINT (967396.3371906561 1946334.9551726081)
서울특별시 송파구 오금로 519 2층일부3층 (거여동),의원,127.14651816376002,37.4930969613738,송파구,POINT (968752.7864234191 1943819.1498275686)
서울특별시 송파구 법원로11길 11,의원,127.1185083020914,37.48466866621789,송파구,POINT (966272.9622577446 1942893.7551441805)
서울특별시 송파구 송파대로 111 205동 A311호 (문정동 파크하비오),의원,127.1249120491,37.4796673949,송파구,POINT (966836.898486002 1942336.6247078667)
서울특별시 송파구 송파대로 380 (송파동 5층),의원,127.11084915435512,37.5016760605239,송파구,POINT (965603.627678982 1944783.3808684538)
서울특별시 송파구 올림픽로 114 서경빌딩 (잠실동),의원,127.0831877854,37.5113907369,송파구,POINT (963163.4499024668 1945871.6303406144)
서울특별시 송파구 송파대로 562 9층 일부 호 (신천동 한빛프라자삼성웰리스아파트),의원,127.0995030036,37.5153245163,송파구,POINT (964607.2014296819 1946301.7956891083)
서울특별시 송파구 석촌호수로 160 301호 (삼전동 수연빌딩),의원,127.0947820713,37.5066895714,송파구,POINT (964185.8748406331 1945345.5904479017)
서울특별시 송파구 올림픽로 145 리센츠상가  5B22호5B23호 (잠실동),의원,127.087041904838,37.5119804600106,송파구,POINT (963504.3535274552 1945935.5544637023)
서울특별시 송파구 올림픽로 145 (잠실동 리센츠상가 3층 A36호 좌측일부  A37호),의원,127.0870431473,37.5119790175,송파구,POINT (963504.4626295732 1945935.3939444348)
서울특별시 송파구 오금로 508 (거여동 2층),의원,127.14506731466884,37.49289975127793,송파구,POINT (968624.4508222918 1943797.7533345344)
서울특별시 송파구 백제고분로 210 2층 (삼전동),의원,127.089854979646,37.5035609879437,송파구,POINT (963748.8920613602 1945000.38109662)
서울특별시 송파구 바람드리길 62 (풍납동 2층),의원,127.12233568116132,37.53663518382971,송파구,POINT (966634.4758907052 1948657.736831872)
서울특별시 송파구 올림픽로35길 112 1동 307308호 (신천동 장미아파트 비상가),의원,127.10193204753054,37.51781903134364,송파구,POINT (964823.0332341931 1946577.63530447)
서울특별시 송파구 오금로 247 (방이동 203호),의원,127.1208758865,37.50635580649999,송파구,POINT (966491.9682575337 1945298.9502289267)
서울특별시 송파구 중대로 80 (문정동 LG문정프라자 3층),의원,127.1178128882727,37.49177251172477,송파구,POINT (966214.6811721588 1943682.1268925187)
서울특별시 송파구 성내천로 212 2층 (마천동),의원,127.151182041019,37.5000178377774,송파구,POINT (969167.9123368589 1944585.4354469492)
서울특별시 송파구 정의로8길 4 KDG70타워 234층 (문정동),병원,127.115708745088,37.4856990154607,송파구,POINT (966025.9237585702 1943009.0717567361)
서울특별시 송파구 송파대로 167  B동 B208209210211호 (문정동 문정역테라타워),의원,127.1209313822,37.4846631223,송파구,POINT (966487.181029509 1942892.2748273124)
서울특별시 송파구 법원로 114 c층 219호 (문정동 엠스테이트빌딩 ),의원,127.11997086473085,37.485780845856745,송파구,POINT (966402.7635065529 1943016.6207669822)
서울특별시 송파구 올림픽로 106 6층 (잠실동 상록빌딩),의원,127.08255439190562,37.51139478532904,송파구,POINT (963107.4743155888 1945872.327646496)
서울특별시 송파구 석촌호수로 76 2층 (잠실동),의원,127.085828851348,37.5095338598213,송파구,POINT (963395.95327606 1945664.5910336562)
서울특별시 송파구 오금로 505 (거여동 201호),의원,127.14485013320528,37.49321380652639,송파구,POINT (968605.3836783472 1943832.6679992718)
서울특별시 송파구 석촌호수로 61 3층 308호 (잠실동 트리지움상가),의원,127.0862137284,37.5107001999,송파구,POINT (963430.5375237353 1945793.839336467)
서울특별시 송파구 석촌호수로 76 2층 (잠실동),의원,127.08582783217597,37.50953277936354,송파구,POINT (963395.8626745939 1945664.4715602708)
서울특별시 송파구 양재대로 1164 홍일빌딩 1층 (오금동),의원,127.128258090026,37.5110472091949,송파구,POINT (967146.4863076925 1945816.8274264587)
서울특별시 송파구 중대로 101 동부썬빌 2층 206호 (가락동),의원,127.119696726353,37.493398023453,송파구,POINT (966381.9415742806 1943861.7918186195)
서울특별시 송파구 송파대로 570 2층 (신천동 타워730),의원,127.0991145064,37.5157861567,송파구,POINT (964573.0871620071 1946353.1579741733)
서울특별시 송파구 올림픽로 106 상록빌딩 5층 일부호 (잠실동),의원,127.082554280386,37.5113962270067,송파구,POINT (963107.4651693947 1945872.4876351682)
서울특별시 송파구 동남로 236 (가락동 영빌딩 5층),의원,127.13351823174808,37.49753396657148,송파구,POINT (967605.526342888 1944315.7998514972)
서울특별시 송파구 송파대로 381 형제빌딩 2층 (석촌동),의원,127.110169891842,37.5014100277705,송파구,POINT (965543.4663419324 1944754.1147783415)
서울특별시 송파구 동남로 317 3층 (오금동),의원,127.13816187081984,37.50385368444984,송파구,POINT (968018.6891766764 1945015.341691338)
서울특별시 송파구 양재대로 932 관리업무동 5층 505호 (가락동 가락동 농수산물도매시장),의원,127.11559346839296,37.49507626423701,송파구,POINT (966019.980617362 1944049.4545480406)
서울특별시 송파구 중대로 24 1층 110호 (문정동 올림픽훼밀리타운),의원,127.11105902340194,37.48812547644068,송파구,POINT (965615.965833173 1943279.9588263866)
서울특별시 송파구 가락로 111 영보빌딩 2층 201호 (석촌동),의원,127.10834208427296,37.50155299592187,송파구,POINT (965381.9743590401 1944770.6469018252)
서울특별시 송파구 오금로 290 (가락동),병원,127.1247081321134,37.5039046938895,송파구,POINT (966829.5894714505 1945025.6578806036)
서울특별시 송파구 백제고분로 126 오룡빌딩 2층3층4층5층 (잠실동),의원,127.08156816424162,37.50646040370973,송파구,POINT (963017.8798887806 1945325.2768174135)
서울특별시 송파구 올림픽로 289 (신천동 시그마타워 304호),의원,127.1025244049536,37.51461554566176,송파구,POINT (964873.8781281924 1946222.007605943)
서울특별시 송파구 가락로 214 2층 201호 (송파동 창우빌딩),의원,127.11663838947308,37.50729350742181,송파구,POINT (966117.8689767699 1945404.4992844653)
서울특별시 송파구 송이로 148 (가락동),병원,127.12402631560876,37.49373846278868,송파구,POINT (966764.8210177855 1943898.0237568517)
서울특별시 송파구 위례서로 248 지하1층 5~12층 (거여동),병원,127.142262855079,37.4866427532962,송파구,POINT (968373.9018021043 1943104.5215671123)
서울특별시 송파구 송파대로 389 (석촌동 2층),의원,127.10953258874758,37.50208529327636,송파구,POINT (965487.4466122705 1944829.2645120635)
서울특별시 송파구 오금로 396 2층 203~204208호 (가락동 에스케이허브파크),의원,127.13421559367087,37.49795484707022,송파구,POINT (967667.3500360606 1944362.253891211)
서울특별시 송파구 송파대로 167 문정역테라타워 A동 2층 207호 (문정동),의원,127.120933640924,37.4846614982049,송파구,POINT (966487.3799948137 1942892.0938413516)
서울특별시 송파구 오금로 505 상호빌딩 4층 401호402호 (거여동),의원,127.14503636317924,37.49327100056367,송파구,POINT (968621.8700593733 1943838.9511866383)
서울특별시 송파구 마천로 25 민성빌딩 2층 (방이동),의원,127.12390791853164,37.50968277705272,송파구,POINT (966761.4238089855 1945666.980390797)
서울특별시 송파구 양산로 42 3층 (거여동),의원,127.14448399601,37.4926338265085,송파구,POINT (968572.7746783755 1943768.4454133108)
서울특별시 송파구 송파대로 438 3층 (송파동),의원,127.1070183649446,37.50592587948984,송파구,POINT (965266.9982781573 1945256.277178535)
서울특별시 송파구 거마로 62 효명빌딩 4층 (마천동),의원,127.147016756977,37.4984181338934,송파구,POINT (968799.075249381 1944409.3318790481)
서울특별시 송파구 백제고분로 275 2층 201호 (석촌동 배명빌딩),의원,127.0973375681,37.5027771313,송파구,POINT (964409.8794618623 1944910.5613347783)
서울특별시 송파구 송파대로 391 2층3층 (석촌동),의원,127.10941973812038,37.50225118284668,송파구,POINT (965477.5483344705 1944847.710248013)
서울특별시 송파구 올림픽로 119 5층 28호 (잠실동 잠실파인애플상가),의원,127.08481510685968,37.51212028769496,송파구,POINT (963307.6252512538 1945951.9335058338)
서울특별시 송파구 올림픽로 114 (잠실동 서경빌딩 5층),의원,127.0831877854,37.5113907369,송파구,POINT (963163.4499024668 1945871.6303406144)
서울특별시 송파구 올림픽로 116 메디씨티 빌딩 23층 (잠실동),의원,127.083492795772,37.5113561033686,송파구,POINT (963190.3888735293 1945867.6686050259)
서울특별시 송파구 오금로 199 1~5층 (방이동),의원,127.116316919418,37.5082893442187,송파구,POINT (966089.9072872624 1945515.0966400192)
서울특별시 송파구 새말로8길 27 문정동 봉의빌딩 567층 (문정동),의원,127.1269481178,37.48026349460002,송파구,POINT (967017.1785536432 1942402.0425736315)
서울특별시 송파구 백제고분로 436 (송파동 서재곤링커병원),병원,127.11209049503827,37.50948194519139,송파구,POINT (965716.9178517475 1945648.9393819873)
서울특별시 송파구 백제고분로 168 (잠실동 2층),의원,127.08536791149018,37.50491095169353,송파구,POINT (963352.9557992923 1945151.8886641886)
서울특별시 송파구 올림픽로 76 (잠실동),병원,127.0791794593,37.5115592766,송파구,POINT (962809.2886444496 1945891.9055316811)
서울특별시 송파구 백제고분로 276 (석촌동 공익빌딩 203호),의원,127.09725979491836,37.50210684737133,송파구,POINT (964402.6870648136 1944836.22716841)
서울특별시 송파구 석촌호수로 61 트리지움 504호 (잠실동),의원,127.086211355223,37.5107020036631,송파구,POINT (963430.3286669857 1945794.040374774)
서울특별시 송파구 올림픽로 145 2층 60호 (잠실동 리센츠 2A),의원,127.08307777777776,37.511275,송파구,POINT (963153.67083576 1945858.8331427672)
서울특별시 송파구 송파대로 345 1A동 2049호 (가락동 헬리오시티),의원,127.11179941402708,37.49935132080516,송파구,POINT (965686.5560099853 1944525.119656248)
서울특별시 송파구 삼전로 66 SM76(순명빌딩) 3~4층 (삼전동),의원,127.088600606506,37.5044867271928,송파구,POINT (963638.4714263048 1945103.5697447094)
서울특별시 송파구 가락로 158 (송파동),의원,127.11325716332168,37.50311973913664,송파구,POINT (965817.1264739981 1944942.6700536215)
서울특별시 송파구 오금로 420 유니팜코리아 402호 (가락동),의원,127.136277101616,37.4969894018022,송파구,POINT (967849.1589027605 1944254.4381486883)
서울특별시 송파구 동남로 141 옥산빌딩 6층 (가락동),의원,127.126252486711,37.4919026462716,송파구,POINT (966960.8013147946 1943693.568855222)
서울특별시 송파구 양산로 42 성보빌딩 3층 (거여동),의원,127.14448263942047,37.49263400837605,송파구,POINT (968572.6548331484 1943768.466043167)
서울특별시 송파구 올림픽로 491 2.5.6층 (풍납동 세제빌딩),의원,127.1175685861,37.526365018,송파구,POINT (966208.6823925464 1947520.0268737383)
서울특별시 송파구 석촌호수로 70 5층 (잠실동 동성빌딩),의원,127.085625,37.51010555555556,송파구,POINT (963378.2163206236 1945728.0963267775)
서울특별시 송파구 백제고분로48길 22 2층 (방이동),의원,127.1155355603,37.5108986083,송파구,POINT (966022.0329013063 1945804.8593258564)
서울특별시 송파구 송파대로 111 205동 306307310호 (문정동 파크하비오),의원,127.12273647353872,37.48157216877375,송파구,POINT (966645.3926793828 1942548.714314652)
서울특별시 송파구 올림픽로35길 104 (신천동),의원,127.10179177475828,37.51781194253948,송파구,POINT (964810.6340534858 1946576.9013051866)
서울특별시 송파구 백제고분로 381 2층 (송파동 우성빌딩),의원,127.10795398541389,37.50613025649516,송파구,POINT (965349.7862747093 1945278.606546921)
서울특별시 송파구 석촌호수로 61 401호 (잠실동 트리지움상가 4층),의원,127.08621372836966,37.510700199929545,송파구,POINT (963430.5375210693 1945793.8393397562)
서울특별시 송파구 양재대로 1164 홍일빌딩 6층 (오금동),의원,127.1282579777,37.5110476598,송파구,POINT (967146.4765781031 1945816.877457365)
서울특별시 송파구 올림픽로 212 (잠실동 갤러리아팰리스상가 223호),의원,127.09344966681694,37.51149013135872,송파구,POINT (964070.4143153568 1945878.6895054725)
서울특별시 송파구 가락로 84 (석촌동),의원,127.10572208000946,37.500394068503255,송파구,POINT (965149.856717777 1944643.0385626957)
서울특별시 송파구 송파대로 111 하비오길 202동 162~164호 (문정동 파크하비오),의원,127.1249120491,37.4796673949,송파구,POINT (966836.898486002 1942336.6247078667)
서울특별시 송파구 백제고분로 261 202호 (삼전동),의원,127.09556508003466,37.50273797852118,송파구,POINT (964253.195230587 1944906.8893741681)
서울특별시 송파구 오금로32길 28 (송파동 수정빌딩 201호),의원,127.1192649695956,37.50396797262356,송파구,POINT (966348.5186537574 1945034.610699331)
서울특별시 송파구 오금로 410 (가락동 2층),의원,127.1354359876,37.49743447489999,송파구,POINT (967775.0006482323 1944304.1036134115)
서울특별시 송파구 백제고분로 460 5층 (방이동),의원,127.11333313042412,37.51147738447784,송파구,POINT (965827.650979234 1945869.8683822353)
서울특별시 송파구 백제고분로50길 28 보광빌딩 23층 (방이동),의원,127.11755842712893,37.513387881588194,송파구,POINT (966201.9318155776 1946080.2995034684)
서울특별시 송파구 송이로 194 레미안빌딩 4~5층 (문정동),의원,127.127345321,37.4904696833,송파구,POINT (967056.7786446773 1943534.208513185)
서울특별시 송파구 마천로 53 대경빌딩 4층 (오금동),의원,127.12665670069585,37.50855180444197,송파구,POINT (967003.8610156473 1945540.5389789469)
서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 C동 308309310호 (문정동),의원,127.1204690793,37.4868620536,송파구,POINT (966447.2928936642 1943136.3955460126)
서울특별시 송파구 가락로 211 (송파동 충북빌딩),의원,127.1162767477,37.5074740649,송파구,POINT (966085.9880404101 1945424.6612249108)
서울특별시 송파구 거마로 61 301호 (마천동),의원,127.1464163729,37.4984737508,송파구,POINT (968746.0290531355 1944415.7013911908)
서울특별시 송파구 가락로 78 3층 302~304호 (석촌동),의원,127.104900510278,37.5001258458779,송파구,POINT (965077.1131180965 1944613.5855855038)
서울특별시 송파구 백제고분로 203 (삼전동 2층),의원,127.08941001140508,37.50419152308078,송파구,POINT (963709.868093414 1945070.5063423687)
서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 C동 2층 208~210호 (문정동),의원,127.120489970866,37.4868456339581,송파구,POINT (966449.1324915846 1943134.5664557351)
서울특별시 송파구 송파대로 385 성룡빌딩 지하1~지상1층 (석촌동),의원,127.1097536382,37.5016670216,송파구,POINT (965506.7923456987 1944782.7790115017)
서울특별시 송파구 송파대로28길 43 2층 204호 (가락동 송파KCC웰츠타워),의원,127.1221298183,37.4957334647,송파구,POINT (966598.0630506134 1944120.0268984619)
서울특별시 송파구 송파대로 422 영빌딩 3층 301호 (송파동),의원,127.1079896819,37.5050023665,송파구,POINT (965352.4199938269 1945153.4614242504)
서울특별시 송파구 오금로 91 (방이동 태원빌딩 2층),의원,127.1075525019652,37.51401190077781,송파구,POINT (965317.9487679958 1946153.1717446938)
서울특별시 송파구 송파대로 392 (송파동),의원,127.110009128406,37.5026246849954,송파구,POINT (965529.8150507095 1944888.9317922685)
서울특별시 송파구 법원로 114 엠스테이트 C동 2층 203220221호 (문정동),의원,127.1210105111,37.4860541974,송파구,POINT (966494.797955584 1943046.5767118908)
서울특별시 송파구 마천로 41 수기빌딩 3층 (방이동),의원,127.1255129326566,37.50904677561033,송파구,POINT (966902.9927851816 1945595.8544586233)
서울특별시 송파구 송파대로 167  B동 B212호 (문정동 문정역테라타워),의원,127.1209313822,37.4846631223,송파구,POINT (966487.181029509 1942892.2748273124)
서울특별시 송파구 마천로 341 (마천동),의원,127.15243888888888,37.49319166666666,송파구,POINT (969276.2092861695 1943827.707788433)
서울특별시 송파구 오금로 543 4층 5층(거여동 서평프라자) (거여동),의원,127.149025326101,37.4930260696894,송파구,POINT (968974.3868587194 1943810.455582842)
서울특별시 송파구 법원로 128 에스케이브이원 C동 304호 (문정동),의원,127.1204690793,37.4868620536,송파구,POINT (966447.2928936642 1943136.3955460126)
서울특별시 송파구 송파대로 345 2037호2038호 (가락동 헬리오시티),의원,127.10253281814263,37.49761177550857,송파구,POINT (964866.6537997685 1944335.5474645176)
서울특별시 송파구 오금로 404 (가락동 303호),의원,127.13501666666669,37.49758055555556,송파구,POINT (967737.998220606 1944320.4539131615)
서울특별시 송파구 송파대로 376 정우빌딩 2층 (송파동),의원,127.11102441789355,37.50141355257628,송파구,POINT (965618.9986148 1944754.1933194466)
서울특별시 송파구 새말로 125 어은회관 1층 101호 (문정동),의원,127.127886835091,37.4831053437977,송파구,POINT (967101.420159042 1942716.9971869453)
서울특별시 송파구 가락로 99 (석촌동 석촌프라자 2층),의원,127.10698975785569,37.50116059417218,송파구,POINT (965262.2620754614 1944727.6108263682)
서울특별시 송파구 충민로 181 로체프라자 211~233 306~314호 (장지동),의원,127.133433044505,37.4860097360497,송파구,POINT (967593.0176632546 1943037.2955298016)
서울특별시 송파구 오금로 420 한라산업개발빌딩 6층 (가락동),의원,127.1362765377,37.4969902134,송파구,POINT (967849.1094038661 1944254.5283825442)
서울특별시 송파구 송파대로 345 A동 4층 40054007400840264027호 (가락동 헬리오시티),의원,127.102531804188,37.4976145695004,송파구,POINT (964866.5654818143 1944335.857817663)
서울특별시 송파구 오금로 176 지인빌딩 3층 (송파동),의원,127.113838998649,37.5090554495244,송파구,POINT (965871.2554097347 1945600.9868574545)
서울특별시 송파구 올림픽로 98 성진빌딩 2층 (잠실동),의원,127.0854945862,37.5108845275,송파구,POINT (963367.0712164138 1945814.569041867)
서울특별시 송파구 새말로 126 1층 (문정동),의원,127.128115114986,37.4827763186151,송파구,POINT (967121.4583144208 1942680.414427979)
서울특별시 송파구 가락로 99 3층 301호 (석촌동),의원,127.106959641237,37.5011513260496,송파구,POINT (965259.5957960278 1944726.5937063599)
서울특별시 송파구 백제고분로 358 우전빌딩 4층 (석촌동),의원,127.1060931719,37.5042940931,송파구,POINT (965184.4685808838 1945075.5830932565)
서울특별시 송파구 올림픽로 293-19 3층 301302303304317호 (신천동 현대타워아파트),의원,127.1024798552,37.5151237503,송파구,POINT (964870.179335218 1946278.406300852)
서울특별시 송파구 백제고분로 365 7층 (석촌동),의원,127.10621728756392,37.50516531649734,송파구,POINT (965195.8430639723 1945172.193682847)
서울특별시 송파구 위례광장로 136 D동 201호 (장지동 위례아이파크),의원,127.1422143476732,37.47715744823699,송파구,POINT (968365.6146870339 1942052.2109150426)
서울특별시 송파구 백제고분로 101 (잠실동 (주)서일빌딩),의원,127.0797272736,37.507659361,송파구,POINT (962855.7703820731 1945459.0184581063)
서울특별시 송파구 올림픽로 289 잠실시그마타워 3층 311~313호 (신천동),의원,127.102522142353,37.5146152773177,송파구,POINT (964873.6780487178 1946221.9786796113)
서울특별시 송파구 마천로 311 (마천동 2층&B1),의원,127.15036384378348,37.49545222496268,송파구,POINT (969093.7099054453 1944079.1803771243)
서울특별시 송파구 가락로 166 3층 (송파동),의원,127.11384662844388,37.503558136382935,송파구,POINT (965869.427050726 1944991.0933750346)
서울특별시 송파구 삼전로 77 지하1층1층 (잠실동 성원빌딩),의원,127.08873761339714,37.50560839008032,송파구,POINT (963651.1246647808 1945227.958004475)
서울특별시 송파구 백제고분로 276 공익빌딩 4층 (석촌동),의원,127.09725979491836,37.50210684737133,송파구,POINT (964402.6870648136 1944836.22716841)
서울특별시 송파구 오금로 247  (방이동),의원,127.12084042224284,37.50643807574789,송파구,POINT (966488.8705922075 1945308.090087367)
서울특별시 송파구 오금로 504 (거여동),의원,127.14472356547148,37.49290377243163,송파구,POINT (968594.0654595613 1943798.3140853455)
서울특별시 송파구 올림픽로 119 잠실파인애플상가 3층 3B04호 (잠실동),의원,127.0841892257058,37.512106049112056,송파구,POINT (963252.3051521818 1945950.598083709)
서울특별시 송파구 백제고분로 466 (방이동 세나빌딩),의원,127.1135781563,37.5119492752,송파구,POINT (965849.5206544388 1945922.1326404724)
서울특별시 송파구 오금로 420 유니팜코리아 (가락동),의원,127.1362765376666,37.496990213365216,송파구,POINT (967849.109400898 1944254.5283786962)
서울특별시 송파구 백제고분로 204 (삼전동 4층),의원,127.08923218656844,37.50376855610166,송파구,POINT (963693.9460944067 1945023.6495097436)
서울특별시 송파구 올림픽로 96 동신빌딩 67층 (잠실동),의원,127.08121528281936,37.51146418995786,송파구,POINT (962989.1618014431 1945880.5535407714)
서울특별시 송파구 강동대로 74 5층 501502호 (풍납동),의원,127.114931882654,37.5264402340298,송파구,POINT (965975.7387480042 1947529.3221294894)
서울특별시 송파구 오금로 512 2층 206호 (거여동 거여역2차쌍용아파트),의원,127.1455457629,37.4927300121,송파구,POINT (968666.6742039352 1943778.7625846379)
서울특별시 송파구 풍성로 52 상가동 1층 1617호 (풍납동 대아아파트),의원,127.118097938009,37.5334814070449,송파구,POINT (966258.661498087 1948309.3564148063)
서울특별시 송파구 마천로 190 청전빌딩 3층 (오금동),의원,127.13971110449374,37.50254720717314,송파구,POINT (968155.0648273967 1944869.8714685685)
서울특별시 송파구 올림픽로 509 J빌딩 201호 (풍납동 J 빌딩),의원,127.11840829460834,37.52786618691668,송파구,POINT (966283.5542783192 1947686.2709132342)
서울특별시 송파구 양산로 12 (거여동 거여세신훼미리타운),의원,127.1435908908016,37.48991045127418,송파구,POINT (968492.680957958 1943466.6044340555)
서울특별시 송파구 올림픽로 378,의원,127.11215642939491,37.51696296107619,송파구,POINT (965726.166312357 1946478.885854208)
서울특별시 송파구 잠실로 지하 156 잠실광역환승센터 103호 (신천동),의원,127.1017507699,37.5113185408,송파구,POINT (964803.9611358392 1945856.5151768227)
서울특별시 송파구 올림픽로 435 (신천동 파크리오상가B동 308호),의원,127.10497253896604,37.52136010565038,송파구,POINT (965093.3699421183 1946969.3626549623)
서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 C동 307호 (문정동),의원,127.1204690793,37.4868620536,송파구,POINT (966447.2928936642 1943136.3955460126)
서울특별시 송파구 올림픽로 114 8층 (잠실동 서경빌딩),의원,127.0831877854,37.5113907369,송파구,POINT (963163.4499024668 1945871.6303406144)
서울특별시 송파구 올림픽로4길 40 3층 33호 (잠실동 우성아파트비상가),의원,127.07421745916784,37.50717514223236,송파구,POINT (962368.560686037 1945407.486646228)
서울특별시 송파구 올림픽로12길 5 (잠실동 7층),의원,127.08309241619264,37.51106644256334,송파구,POINT (963154.8620202865 1945835.689293686)
서울특별시 송파구 토성로 78 (풍납동 201호),의원,127.11844925786136,37.52801751338145,송파구,POINT (966287.2418029343 1947703.0449644383)
서울특별시 송파구 올림픽로 100 (잠실동 효창타워 678층),의원,127.0816902803,37.5114170102,송파구,POINT (963031.1174663663 1945875.1325140698)
서울특별시 송파구 송파대로 448 옥명빌딩 4층 (송파동 옥명빌딩),의원,127.1063859653713,37.50659679827315,송파구,POINT (965211.4158470836 1945330.9448199705)
서울특별시 송파구 송파대로 437 청솔학원 5층 (석촌동),의원,127.106325773604,37.50562376729855,송파구,POINT (965205.6443243963 1945223.015669121)
서울특별시 송파구 석촌호수로 133 B동 301302호 (잠실동 레이크팰리스),의원,127.0917974167,37.5076505976,송파구,POINT (963922.5453044926 1945453.3501748077)
서울특별시 송파구 올림픽로 119 잠실파인애플상가 5층 13호 (잠실동),의원,127.08418842973086,37.5120856031269,송파구,POINT (963252.2247823677 1945948.3300427215)
서울특별시 송파구 석촌호수로 61 2층 235호 (잠실동 트리지움),의원,127.0862137284,37.5107001999,송파구,POINT (963430.5375237353 1945793.839336467)
서울특별시 송파구 올림픽로 435 (신천동 파크리오상가 B동 310호),의원,127.104971745978,37.5213592954462,송파구,POINT (965093.2994919271 1946969.2730621386)
서울특별시 송파구 올림픽로 435 (신천동 파크리오상가 A동 5층 505호 506호일부),의원,127.10452877464144,37.52081530852317,송파구,POINT (965053.9024206457 1946909.0855892778)
서울특별시 송파구 송파대로40길 7-10 1~2층 (송파동),의원,127.10993639954,37.5039840569788,송파구,POINT (965524.0118118649 1945039.7717504622)
서울특별시 송파구 송파대로 167 2층 B-207호 (문정동 문정역테라타워),의원,127.1209313822,37.4846631223,송파구,POINT (966487.181029509 1942892.2748273124)
서울특별시 송파구 올림픽로 509 2층 (풍납동 제이빌딩),의원,127.1182726503042,37.5279384006124,송파구,POINT (966271.6015708449 1947694.3312083792)
서울특별시 송파구 송파대로 381 (석촌동 4층),의원,127.11016944053574,37.50141074900288,송파구,POINT (965543.4267828821 1944754.1949595015)
서울특별시 송파구 거마로 66 (마천동 2층),의원,127.1471530473188,37.49870618920514,송파구,POINT (968811.2420826876 1944441.244475541)
서울특별시 송파구 토성로 58 (풍납동 도원빌딩 2층),의원,127.11607940799976,37.52902985118917,송파구,POINT (966078.3061125735 1947816.2096576982)
서울특별시 송파구 새말로 136 201호 (문정동 대명빌딩),의원,127.12914287774184,37.48312235260798,송파구,POINT (967212.4749149495 1942718.446053912)
서울특별시 송파구 송파대로 371 2층3층4층 (석촌동),의원,127.11075206130079,37.5007795003494,송파구,POINT (965594.6343700085 1944683.9489830937)
서울특별시 송파구 중대로 105 가락 ID TOWER 201~203 301 303호 (가락동),의원,127.12005470056732,37.493587592418045,송파구,POINT (966413.6707991925 1943882.6954110381)
서울특별시 송파구 송파대로 404 우일빌딩 2층 (송파동),의원,127.1093173217,37.5033685242,송파구,POINT (965469.010557029 1944971.7094357077)
서울특별시 송파구 마천로41길 9 3층 (마천동),의원,127.14881140134491,37.49724358164936,송파구,POINT (968957.2219197897 1944278.4299458521)
서울특별시 송파구 마천로 53 대경빌딩 501호 (오금동),의원,127.1266567007,37.5085518044,송파구,POINT (967003.8610159955 1945540.5389742889)
서울특별시 송파구 송파대로 422 (송파동 영빌딩),의원,127.1079896819,37.5050023665,송파구,POINT (965352.4199938269 1945153.4614242504)
서울특별시 송파구 올림픽로 114 서경빌딩 4층 (잠실동),의원,127.083186991735,37.5113890255791,송파구,POINT (963163.3789194856 1945871.4407911887)
서울특별시 송파구 올림픽로 145 리센츠 4층층 4B1819호 (잠실동),의원,127.0870431473,37.5119790175,송파구,POINT (963504.4626295732 1945935.3939444348)
서울특별시 송파구 가락로 166 (송파동 2층),의원,127.1138471223799,37.503592193190585,송파구,POINT (965869.4862114991 1944994.871572837)
서울특별시 송파구 동남로 207 (가락동),의원,127.1309056556,37.49607005270001,송파구,POINT (967373.9548327866 1944154.2909726868)
서울특별시 송파구 올림픽로 119 (잠실동 파인애플상가 5B29),의원,127.08418616626,37.512084433428,송파구,POINT (963252.0241713951 1945948.2011560933)
서울특별시 송파구 올림픽로12길 34 B1 1층 일부층 (잠실동),의원,127.08332493677216,37.50860113080166,송파구,POINT (963174.2004816126 1945562.0877227457)
서울특별시 송파구 올림픽로 108 (잠실동 8층),의원,127.0827670683,37.5114270726,송파구,POINT (963126.2859549393 1945875.8263464412)
서울특별시 송파구 삼전로10길 11 1~2층 103~105 2층전체호 (삼전동),의원,127.090762393196,37.5057532505897,송파구,POINT (963830.1528031882 1945243.24916752)
